Season,HomeTeam,AwayTeam,home_rest_days_all,away_rest_days_all,home_matches_last_14_all,away_matches_last_14_all,home_played_euro_last_5,away_played_euro_last_5,diff_rest_days_all,diff_matches_last_14_all,diff_played_euro_last_5
2021_2022,Man United,Newcastle,13.0,14.0,1,1,0,0,-1.0,0,0
2021_2022,Southampton,West Ham,14.0,14.0,1,1,0,0,0.0,0,0
2021_2022,Watford,Wolves,13.0,13.0,1,1,0,0,0.0,0,0
2021_2022,Chelsea,Aston Villa,14.0,14.0,1,1,0,0,0.0,0,0
2021_2022,Leeds,Liverpool,14.0,15.0,1,0,0,0,-1.0,1,0
2021_2022,Everton,Burnley,16.0,15.0,0,0,0,0,1.0,0,0
2021_2022,Newcastle,Leeds,6.0,5.0,1,1,0,0,1.0,0,0
2021_2022,Wolves,Brentford,7.0,7.0,1,1,0,0,0.0,0,0
2021_2022,Burnley,Arsenal,5.0,7.0,1,1,0,0,-2.0,0,0
2021_2022,Liverpool,Crystal Palace,3.0,7.0,2,1,1,0,-4.0,1,1
2021_2022,Man City,Southampton,3.0,7.0,2,1,1,0,-4.0,1,1
2021_2022,Norwich,Watford,7.0,7.0,1,1,0,0,0.0,0,0
2021_2022,Aston Villa,Everton,7.0,5.0,1,1,0,0,2.0,0,0
2021_2022,Brighton,Leicester,8.0,3.0,1,2,0,1,5.0,-1,-1
2021_2022,West Ham,Man United,3.0,5.0,2,2,1,1,-2.0,0,0
2021_2022,Tottenham,Chelsea,3.0,5.0,2,2,1,1,-2.0,0,0
2021_2022,Chelsea,Man City,3.0,4.0,4,4,0,0,-1.0,0,0
2021_2022,Man United,Aston Villa,3.0,3.0,4,3,0,0,0.0,1,0
2021_2022,Everton,Norwich,4.0,4.0,3,3,0,0,0.0,0,0
2021_2022,Leeds,West Ham,4.0,3.0,3,4,0,0,1.0,-1,0
2021_2022,Leicester,Burnley,3.0,4.0,4,3,0,0,-1.0,1,0
2021_2022,Watford,Newcastle,4.0,8.0,3,2,0,0,-4.0,1,0
2021_2022,Brentford,Liverpool,4.0,4.0,3,4,0,0,0.0,-1,0
2021_2022,Southampton,Wolves,5.0,4.0,2,2,0,0,1.0,0,0
2021_2022,Arsenal,Tottenham,4.0,4.0,2,3,0,0,0.0,-1,0
2021_2022,Crystal Palace,Brighton,9.0,5.0,1,2,0,0,4.0,-1,0
2021_2022,Man United,Everton,3.0,7.0,4,3,1,0,-4.0,1,1
2021_2022,Burnley,Norwich,7.0,7.0,3,3,0,0,0.0,0,0
2021_2022,Chelsea,Southampton,3.0,6.0,4,3,1,0,-3.0,1,1
2021_2022,Leeds,Watford,7.0,7.0,2,3,0,0,0.0,-1,0
2021_2022,Wolves,Newcastle,6.0,7.0,3,1,0,0,-1.0,2,0
2021_2022,Brighton,Arsenal,5.0,6.0,3,3,0,0,-1.0,0,0
2021_2022,Crystal Palace,Leicester,6.0,3.0,1,4,0,1,3.0,-3,-1
2021_2022,Tottenham,Aston Villa,3.0,8.0,4,2,1,0,-5.0,2,1
2021_2022,West Ham,Brentford,3.0,8.0,4,2,1,0,-5.0,2,1
2021_2022,Liverpool,Man City,5.0,5.0,3,3,1,1,0.0,0,0
2021_2022,Watford,Liverpool,14.0,13.0,1,1,0,0,1.0,0,0
2021_2022,Aston Villa,Wolves,13.0,14.0,1,1,0,0,-1.0,0,0
2021_2022,Leicester,Man United,13.0,14.0,1,1,0,0,-1.0,0,0
2021_2022,Man City,Burnley,13.0,14.0,1,1,0,0,-1.0,0,0
2021_2022,Norwich,Brighton,14.0,14.0,1,1,0,0,0.0,0,0
2021_2022,Southampton,Leeds,14.0,14.0,1,1,0,0,0.0,0,0
2021_2022,Brentford,Chelsea,13.0,14.0,1,1,0,0,-1.0,0,0
2021_2022,Everton,West Ham,15.0,14.0,0,1,0,0,1.0,-1,0
2021_2022,Newcastle,Tottenham,15.0,14.0,0,1,0,0,1.0,-1,0
2021_2022,Arsenal,Crystal Palace,16.0,15.0,0,0,0,0,1.0,0,0
2021_2022,Arsenal,Aston Villa,4.0,6.0,1,1,0,0,-2.0,0,0
2021_2022,Chelsea,Norwich,3.0,7.0,2,1,1,0,-4.0,1,1
2021_2022,Crystal Palace,Newcastle,5.0,6.0,1,1,0,0,-1.0,0,0
2021_2022,Everton,Watford,6.0,7.0,1,1,0,0,-1.0,0,0
2021_2022,Leeds,Wolves,7.0,7.0,1,1,0,0,0.0,0,0
2021_2022,Southampton,Burnley,7.0,7.0,1,1,0,0,0.0,0,0
2021_2022,Brighton,Man City,7.0,4.0,1,2,0,1,3.0,-1,-1
2021_2022,Brentford,Leicester,8.0,4.0,1,2,0,1,4.0,-1,-1
2021_2022,West Ham,Tottenham,3.0,3.0,2,2,1,1,0.0,0,0
2021_2022,Man United,Liverpool,4.0,5.0,2,2,1,1,-1.0,0,0
2021_2022,Leicester,Arsenal,3.0,4.0,4,3,0,0,-1.0,1,0
2021_2022,Burnley,Brentford,3.0,3.0,3,3,0,0,0.0,0,0
2021_2022,Liverpool,Brighton,3.0,3.0,4,3,0,0,0.0,1,0
2021_2022,Man City,Crystal Palace,3.0,7.0,4,2,0,0,-4.0,2,0
2021_2022,Newcastle,Chelsea,7.0,4.0,2,4,0,0,3.0,-2,0
2021_2022,Watford,Southampton,7.0,4.0,2,3,0,0,3.0,-1,0
2021_2022,Tottenham,Man United,3.0,6.0,4,3,0,0,-3.0,1,0
2021_2022,Norwich,Leeds,8.0,5.0,1,2,0,0,3.0,-1,0
2021_2022,Aston Villa,West Ham,9.0,4.0,1,4,0,0,5.0,-3,0
2021_2022,Wolves,Everton,9.0,9.0,1,1,0,0,0.0,0,0
2021_2022,Southampton,Aston Villa,6.0,5.0,3,2,0,0,1.0,1,0
2021_2022,Man United,Man City,4.0,3.0,3,4,1,1,1.0,-1,0
2021_2022,Brentford,Norwich,7.0,6.0,3,2,0,0,1.0,1,0
2021_2022,Chelsea,Burnley,4.0,7.0,4,3,1,0,-3.0,1,1
2021_2022,Crystal Palace,Wolves,7.0,5.0,2,2,0,0,2.0,0,0
2021_2022,Brighton,Newcastle,7.0,7.0,3,2,0,0,0.0,1,0
2021_2022,Arsenal,Watford,8.0,8.0,2,1,0,0,0.0,1,0
2021_2022,Everton,Tottenham,6.0,3.0,1,4,0,1,3.0,-3,-1
2021_2022,Leeds,Leicester,7.0,3.0,2,4,0,1,4.0,-2,-1
2021_2022,West Ham,Liverpool,3.0,4.0,4,4,1,1,-1.0,0,0
2021_2022,Leicester,Chelsea,13.0,14.0,1,1,0,0,-1.0,0,0
2021_2022,Aston Villa,Brighton,15.0,14.0,0,1,0,0,1.0,-1,0
2021_2022,Burnley,Crystal Palace,14.0,14.0,1,1,0,0,0.0,0,0
2021_2022,Newcastle,Brentford,14.0,14.0,1,1,0,0,0.0,0,0
2021_2022,Norwich,Southampton,14.0,15.0,1,0,0,0,-1.0,1,0
2021_2022,Watford,Man United,13.0,14.0,1,1,0,0,-1.0,0,0
2021_2022,Wolves,West Ham,14.0,13.0,1,1,0,0,1.0,0,0
2021_2022,Liverpool,Arsenal,13.0,13.0,1,1,0,0,0.0,0,0
2021_2022,Man City,Everton,15.0,14.0,0,1,0,0,1.0,-1,0
2021_2022,Tottenham,Leeds,14.0,14.0,1,1,0,0,0.0,0,0
2021_2022,Arsenal,Newcastle,7.0,7.0,1,1,0,0,0.0,0,0
2021_2022,Crystal Palace,Aston Villa,7.0,7.0,1,1,0,0,0.0,0,0
2021_2022,Liverpool,Southampton,3.0,7.0,2,1,1,0,-4.0,1,1
2021_2022,Norwich,Wolves,7.0,7.0,1,1,0,0,0.0,0,0
2021_2022,Brighton,Leeds,7.0,6.0,1,1,0,0,1.0,0,0
2021_2022,Brentford,Everton,8.0,7.0,1,1,0,0,1.0,0,0
2021_2022,Leicester,Watford,3.0,8.0,2,1,1,0,-5.0,1,1
2021_2022,Man City,West Ham,4.0,3.0,2,2,1,1,1.0,0,0
2021_2022,Chelsea,Man United,5.0,5.0,2,2,1,1,0.0,0,0
2021_2022,Newcastle,Norwich,3.0,3.0,2,2,0,0,0.0,0,0
2021_2022,Leeds,Crystal Palace,3.0,3.0,2,2,0,0,0.0,0,0
2021_2022,Southampton,Leicester,4.0,3.0,2,3,0,0,1.0,-1,0
2021_2022,Watford,Chelsea,3.0,3.0,2,3,0,0,0.0,-1,0
2021_2022,West Ham,Brighton,3.0,4.0,3,2,0,0,-1.0,1,0
2021_2022,Wolves,Burnley,4.0,11.0,2,1,0,0,-7.0,1,0
2021_2022,Aston Villa,Man City,4.0,3.0,2,3,0,0,1.0,-1,0
2021_2022,Everton,Liverpool,3.0,4.0,2,3,0,0,-1.0,-1,0
2021_2022,Tottenham,Brentford,7.0,4.0,2,2,0,0,3.0,0,0
2021_2022,Man United,Arsenal,4.0,5.0,3,2,0,0,-1.0,1,0
2021_2022,West Ham,Chelsea,3.0,3.0,4,4,0,0,0.0,0,0
2021_2022,Newcastle,Burnley,4.0,3.0,3,2,0,0,1.0,1,0
2021_2022,Southampton,Brighton,3.0,3.0,3,3,0,0,0.0,0,0
2021_2022,Wolves,Liverpool,3.0,3.0,3,4,0,0,0.0,-1,0
2021_2022,Watford,Man City,3.0,3.0,3,4,0,0,0.0,-1,0
2021_2022,Leeds,Brentford,5.0,3.0,3,2,0,0,2.0,1,0
2021_2022,Man United,Crystal Palace,3.0,5.0,3,2,0,0,-2.0,1,0
2021_2022,Tottenham,Norwich,3.0,5.0,3,2,0,0,-2.0,1,0
2021_2022,Aston Villa,Leicester,4.0,4.0,2,3,0,0,0.0,-1,0
2021_2022,Everton,Arsenal,5.0,4.0,2,2,0,0,1.0,0,0
2021_2022,Brentford,Watford,5.0,6.0,3,3,0,0,-1.0,0,0
2021_2022,Man City,Wolves,4.0,7.0,4,3,1,0,-3.0,1,1
2021_2022,Arsenal,Southampton,5.0,7.0,3,3,0,0,-2.0,0,0
2021_2022,Chelsea,Leeds,3.0,6.0,4,3,1,0,-3.0,1,1
2021_2022,Liverpool,Aston Villa,4.0,6.0,4,3,1,0,-2.0,1,1
2021_2022,Norwich,Man United,6.0,3.0,3,4,0,1,3.0,-1,-1
2021_2022,Burnley,West Ham,8.0,3.0,2,4,0,1,5.0,-2,-1
2021_2022,Leicester,Newcastle,3.0,8.0,4,2,1,0,-5.0,2,1
2021_2022,Crystal Palace,Everton,7.0,6.0,2,3,0,0,1.0,-1,0
2021_2022,Norwich,Aston Villa,3.0,3.0,3,3,0,0,0.0,0,0
2021_2022,Man City,Leeds,3.0,3.0,4,3,0,0,0.0,1,0
2021_2022,Brighton,Wolves,11.0,4.0,2,3,0,0,7.0,-1,0
2021_2022,Crystal Palace,Southampton,3.0,4.0,2,3,0,0,-1.0,-1,0
2021_2022,Arsenal,West Ham,4.0,3.0,3,4,0,0,1.0,-1,0
2021_2022,Chelsea,Everton,5.0,4.0,3,2,0,0,1.0,1,0
2021_2022,Liverpool,Newcastle,5.0,4.0,3,2,0,0,1.0,1,0
2021_2022,Leeds,Arsenal,4.0,3.0,3,3,0,0,1.0,0,0
2021_2022,Newcastle,Man City,3.0,5.0,2,3,0,0,-2.0,-1,0
2021_2022,Wolves,Chelsea,4.0,3.0,2,3,0,0,1.0,-1,0
2021_2022,Tottenham,Liverpool,10.0,3.0,2,3,0,0,7.0,-1,0
2021_2022,Man City,Leicester,7.0,4.0,2,2,0,0,3.0,0,0
2021_2022,Norwich,Arsenal,12.0,5.0,1,3,0,0,7.0,-2,0
2021_2022,Tottenham,Crystal Palace,4.0,11.0,2,2,0,0,-7.0,0,0
2021_2022,West Ham,Southampton,4.0,11.0,3,1,0,0,-7.0,2,0
2021_2022,Aston Villa,Chelsea,12.0,4.0,1,3,0,0,8.0,-2,0
2021_2022,Brighton,Brentford,11.0,4.0,1,1,0,0,7.0,0,0
2021_2022,Newcastle,Man United,8.0,16.0,2,0,0,0,-8.0,2,0
2021_2022,Crystal Palace,Norwich,2.0,2.0,2,2,0,0,0.0,0,0
2021_2022,Southampton,Tottenham,2.0,2.0,2,3,0,0,0.0,-1,0
2021_2022,Watford,West Ham,18.0,2.0,0,3,0,0,16.0,-3,0
2021_2022,Leicester,Liverpool,2.0,6.0,2,3,0,0,-4.0,-1,0
2021_2022,Chelsea,Brighton,3.0,3.0,4,2,0,0,0.0,2,0
2021_2022,Brentford,Man City,3.0,3.0,2,2,0,0,0.0,0,0
2021_2022,Man United,Burnley,3.0,18.0,1,0,0,0,-15.0,1,0
2021_2022,Arsenal,Man City,6.0,3.0,3,3,0,0,3.0,0,0
2021_2022,Watford,Tottenham,4.0,4.0,1,4,0,0,0.0,-3,0
2021_2022,Crystal Palace,West Ham,4.0,4.0,2,3,0,0,0.0,-1,0
2021_2022,Brentford,Aston Villa,4.0,7.0,3,1,0,0,-3.0,2,0
2021_2022,Everton,Brighton,17.0,4.0,0,2,0,0,13.0,-2,0
2021_2022,Leeds,Burnley,15.0,3.0,0,1,0,0,12.0,-1,0
2021_2022,Chelsea,Liverpool,4.0,5.0,4,3,0,0,-1.0,1,0
2021_2022,Man United,Wolves,4.0,15.0,2,0,0,0,-11.0,2,0
2021_2022,Southampton,Brentford,3.0,3.0,2,3,0,0,0.0,-1,0
2021_2022,West Ham,Norwich,3.0,3.0,2,1,0,0,0.0,1,0
2021_2022,Brighton,Crystal Palace,6.0,6.0,2,2,0,0,0.0,0,0
2021_2022,Man City,Chelsea,8.0,3.0,2,4,0,0,5.0,-2,0
2021_2022,Newcastle,Watford,7.0,7.0,1,2,0,0,0.0,-1,0
2021_2022,Norwich,Everton,3.0,7.0,2,2,0,0,-4.0,0,0
2021_2022,Wolves,Southampton,6.0,4.0,2,2,0,0,2.0,0,0
2021_2022,Aston Villa,Man United,5.0,5.0,2,2,0,0,0.0,0,0
2021_2022,Liverpool,Brentford,3.0,5.0,3,3,0,0,-2.0,0,0
2021_2022,West Ham,Leeds,4.0,7.0,2,2,0,0,-3.0,0,0
2021_2022,Brighton,Chelsea,4.0,3.0,2,4,0,0,1.0,-2,0
2021_2022,Leicester,Tottenham,11.0,7.0,1,3,0,0,4.0,-2,0
2021_2022,Brentford,Man United,3.0,4.0,3,2,0,0,-1.0,1,0
2021_2022,Watford,Norwich,6.0,6.0,2,3,0,0,0.0,-1,0
2021_2022,Everton,Aston Villa,7.0,7.0,2,2,0,0,0.0,0,0
2021_2022,Brentford,Wolves,3.0,7.0,4,2,0,0,-4.0,2,0
2021_2022,Leeds,Newcastle,6.0,7.0,2,2,0,0,-1.0,0,0
2021_2022,Man United,West Ham,3.0,6.0,3,3,0,0,-3.0,0,0
2021_2022,Southampton,Man City,7.0,7.0,3,1,0,0,0.0,2,0
2021_2022,Arsenal,Burnley,3.0,15.0,3,0,0,0,-12.0,3,0
2021_2022,Crystal Palace,Liverpool,9.0,3.0,1,4,0,0,6.0,-3,0
2021_2022,Leicester,Brighton,4.0,5.0,1,2,0,0,-1.0,-1,0
2021_2022,Chelsea,Tottenham,5.0,4.0,3,3,0,0,1.0,0,0
2021_2022,Burnley,Watford,13.0,15.0,1,0,0,0,-2.0,1,0
2021_2022,Newcastle,Everton,17.0,3.0,0,1,0,0,14.0,-1,0
2021_2022,West Ham,Watford,3.0,3.0,1,1,0,0,0.0,0,0
2021_2022,Burnley,Man United,3.0,4.0,1,1,0,0,-1.0,0,0
2021_2022,Man City,Brentford,4.0,4.0,1,1,0,0,0.0,0,0
2021_2022,Norwich,Crystal Palace,4.0,4.0,1,1,0,0,0.0,0,0
2021_2022,Tottenham,Southampton,4.0,4.0,1,1,0,0,0.0,0,0
2021_2022,Aston Villa,Leeds,18.0,18.0,0,0,0,0,0.0,0,0
2021_2022,Liverpool,Leicester,4.0,4.0,1,1,0,0,0.0,0,0
2021_2022,Wolves,Arsenal,5.0,18.0,1,0,0,0,-13.0,1,0
2021_2022,Man United,Southampton,4.0,3.0,2,2,0,0,1.0,0,0
2021_2022,Brentford,Crystal Palace,3.0,3.0,2,2,0,0,0.0,0,0
2021_2022,Everton,Leeds,4.0,3.0,2,1,0,0,1.0,1,0
2021_2022,Watford,Brighton,4.0,7.0,2,1,0,0,-3.0,1,0
2021_2022,Norwich,Man City,3.0,3.0,2,2,0,0,0.0,0,0
2021_2022,Burnley,Liverpool,5.0,3.0,2,2,0,0,2.0,0,0
2021_2022,Newcastle,Aston Villa,5.0,4.0,1,1,0,0,1.0,0,0
2021_2022,Tottenham,Wolves,4.0,3.0,2,2,0,0,1.0,0,0
2021_2022,Leicester,West Ham,3.0,5.0,2,2,0,0,-2.0,0,0
2021_2022,Man United,Brighton,3.0,3.0,3,2,0,0,0.0,1,0
2021_2022,West Ham,Newcastle,6.0,6.0,3,2,0,0,0.0,1,0
2021_2022,Arsenal,Brentford,9.0,7.0,1,3,0,0,2.0,-2,0
2021_2022,Aston Villa,Watford,6.0,7.0,2,3,0,0,-1.0,-1,0
2021_2022,Brighton,Burnley,4.0,6.0,3,3,0,0,-2.0,0,0
2021_2022,Crystal Palace,Chelsea,7.0,14.0,3,1,0,0,-7.0,2,0
2021_2022,Liverpool,Norwich,3.0,7.0,4,3,1,0,-4.0,1,1
2021_2022,Southampton,Everton,7.0,7.0,3,3,0,0,0.0,0,0
2021_2022,Man City,Tottenham,4.0,6.0,4,3,1,0,-2.0,1,1
2021_2022,Leeds,Man United,8.0,5.0,2,3,0,0,3.0,-1,0
2021_2022,Wolves,Leicester,7.0,3.0,2,4,0,1,4.0,-2,-1
2021_2022,Burnley,Tottenham,4.0,4.0,2,3,0,0,0.0,-1,0
2021_2022,Watford,Crystal Palace,4.0,4.0,2,3,0,0,0.0,-1,0
2021_2022,Liverpool,Leeds,4.0,3.0,4,3,0,0,1.0,1,0
2021_2022,Arsenal,Wolves,5.0,4.0,2,3,0,0,1.0,-1,0
2021_2022,Southampton,Norwich,6.0,6.0,2,2,0,0,0.0,0,0
2021_2022,Leeds,Tottenham,3.0,3.0,3,3,0,0,0.0,0,0
2021_2022,Brentford,Newcastle,7.0,7.0,2,2,0,0,0.0,0,0
2021_2022,Crystal Palace,Burnley,3.0,3.0,3,3,0,0,0.0,0,0
2021_2022,Man United,Watford,3.0,3.0,4,3,1,0,0.0,1,1
2021_2022,Brighton,Aston Villa,7.0,7.0,3,2,0,0,0.0,1,0
2021_2022,Everton,Man City,7.0,7.0,2,3,0,0,0.0,-1,0
2021_2022,West Ham,Wolves,8.0,3.0,2,3,0,0,5.0,-1,0
2021_2022,Burnley,Leicester,3.0,5.0,3,3,0,1,-2.0,0,-1
2021_2022,Leicester,Leeds,4.0,7.0,3,3,0,0,-3.0,0,0
2021_2022,Aston Villa,Southampton,7.0,3.0,2,3,0,0,4.0,-1,0
2021_2022,Burnley,Chelsea,4.0,3.0,4,4,0,0,1.0,0,0
2021_2022,Newcastle,Brighton,7.0,7.0,2,2,0,0,0.0,0,0
2021_2022,Norwich,Brentford,3.0,7.0,3,2,0,0,-4.0,1,0
2021_2022,Wolves,Crystal Palace,6.0,4.0,3,4,0,0,2.0,-1,0
2021_2022,Liverpool,West Ham,3.0,3.0,4,3,0,0,0.0,1,0
2021_2022,Watford,Arsenal,8.0,10.0,2,1,0,0,-2.0,1,0
2021_2022,Man City,Man United,5.0,8.0,2,3,0,0,-3.0,-1,0
2021_2022,Tottenham,Everton,6.0,4.0,3,2,0,0,2.0,1,0
2021_2022,Norwich,Chelsea,5.0,5.0,3,3,0,0,0.0,0,0
2021_2022,Southampton,Newcastle,5.0,5.0,3,2,0,0,0.0,1,0
2021_2022,Wolves,Watford,5.0,4.0,3,2,0,0,1.0,1,0
2021_2022,Leeds,Aston Villa,5.0,5.0,2,2,0,0,0.0,0,0
2021_2022,Brighton,Liverpool,7.0,4.0,2,4,0,1,3.0,-2,-1
2021_2022,Brentford,Burnley,7.0,7.0,2,3,0,0,0.0,-1,0
2021_2022,Man United,Tottenham,6.0,5.0,2,3,0,0,1.0,-1,0
2021_2022,Chelsea,Newcastle,3.0,3.0,4,2,0,0,0.0,2,0
2021_2022,Everton,Wolves,6.0,3.0,2,3,0,0,3.0,-1,0
2021_2022,Leeds,Norwich,3.0,3.0,2,3,0,0,0.0,-1,0
2021_2022,Southampton,Watford,3.0,3.0,3,2,0,0,0.0,1,0
2021_2022,West Ham,Aston Villa,3.0,3.0,4,2,1,0,0.0,2,1
2021_2022,Arsenal,Leicester,7.0,3.0,1,3,0,1,4.0,-2,-1
2021_2022,Crystal Palace,Man City,9.0,5.0,2,3,0,1,4.0,-1,-1
2021_2022,Brighton,Tottenham,4.0,4.0,2,2,0,0,0.0,0,0
2021_2022,Arsenal,Liverpool,3.0,4.0,2,4,0,0,-1.0,-2,0
2021_2022,Everton,Newcastle,4.0,4.0,3,3,0,0,0.0,0,0
2021_2022,Wolves,Leeds,5.0,5.0,3,3,0,0,0.0,0,0
2021_2022,Aston Villa,Arsenal,6.0,3.0,3,3,0,0,3.0,0,0
2021_2022,Leicester,Brentford,3.0,8.0,3,1,1,0,-5.0,2,1
2021_2022,Tottenham,West Ham,4.0,3.0,3,3,0,1,1.0,0,-1
2021_2022,Liverpool,Watford,13.0,20.0,1,0,0,0,-7.0,1,0
2021_2022,Brighton,Norwich,17.0,20.0,0,0,0,0,-3.0,0,0
2021_2022,Burnley,Man City,21.0,13.0,0,1,0,0,8.0,-1,0
2021_2022,Chelsea,Brentford,14.0,13.0,1,1,0,0,1.0,0,0
2021_2022,Leeds,Southampton,15.0,13.0,0,1,0,0,2.0,-1,0
2021_2022,Wolves,Aston Villa,15.0,14.0,0,1,0,0,1.0,-1,0
2021_2022,Man United,Leicester,18.0,13.0,0,1,0,0,5.0,-1,0
2021_2022,West Ham,Everton,14.0,14.0,1,1,0,0,0.0,0,0
2021_2022,Tottenham,Newcastle,14.0,17.0,1,0,0,0,-3.0,1,0
2021_2022,Crystal Palace,Arsenal,15.0,16.0,0,0,0,0,-1.0,0,0
2021_2022,Burnley,Everton,4.0,3.0,1,1,0,0,1.0,0,0
2021_2022,Newcastle,Wolves,5.0,6.0,1,1,0,0,-1.0,0,0
2021_2022,Everton,Man United,3.0,7.0,2,1,0,0,-4.0,1,0
2021_2022,Arsenal,Brighton,5.0,7.0,1,1,0,0,-2.0,0,0
2021_2022,Southampton,Chelsea,7.0,3.0,1,2,0,1,4.0,-1,-1
2021_2022,Watford,Leeds,7.0,7.0,1,1,0,0,0.0,0,0
2021_2022,Aston Villa,Tottenham,7.0,6.0,1,1,0,0,1.0,0,0
2021_2022,Brentford,West Ham,8.0,3.0,1,2,0,1,5.0,-1,-1
2021_2022,Leicester,Crystal Palace,3.0,6.0,2,1,1,0,-3.0,1,1
2021_2022,Norwich,Burnley,8.0,4.0,1,2,0,0,4.0,-1,0
2021_2022,Man City,Liverpool,5.0,5.0,2,2,1,1,0.0,0,0
2021_2022,Tottenham,Brighton,7.0,7.0,2,2,0,0,0.0,0,0
2021_2022,Man United,Norwich,7.0,6.0,2,2,0,0,1.0,0,0
2021_2022,Southampton,Arsenal,7.0,7.0,2,2,0,0,0.0,0,0
2021_2022,Watford,Brentford,7.0,6.0,2,2,0,0,1.0,0,0
2021_2022,Newcastle,Leicester,9.0,3.0,2,3,0,1,6.0,-1,-1
2021_2022,West Ham,Burnley,3.0,7.0,4,2,1,0,-4.0,2,1
2021_2022,Liverpool,Man United,3.0,3.0,4,2,0,0,0.0,2,0
2021_2022,Chelsea,Arsenal,3.0,4.0,4,2,0,0,-1.0,2,0
2021_2022,Everton,Leicester,11.0,3.0,2,4,0,0,8.0,-2,0
2021_2022,Newcastle,Crystal Palace,3.0,3.0,2,2,0,0,0.0,0,0
2021_2022,Man City,Brighton,4.0,4.0,3,2,0,0,0.0,1,0
2021_2022,Burnley,Southampton,4.0,5.0,2,2,0,0,-1.0,0,0
2021_2022,Arsenal,Man United,3.0,4.0,3,3,0,0,-1.0,0,0
2021_2022,Leicester,Aston Villa,3.0,14.0,4,1,0,0,-11.0,3,0
2021_2022,Man City,Watford,3.0,7.0,4,2,0,0,-4.0,2,0
2021_2022,Norwich,Newcastle,7.0,3.0,2,2,0,0,4.0,0,0
2021_2022,Brentford,Tottenham,7.0,7.0,2,2,0,0,0.0,0,0
2021_2022,Brighton,Southampton,4.0,3.0,2,2,0,0,1.0,0,0
2021_2022,Burnley,Wolves,3.0,16.0,3,0,0,0,-13.0,3,0
2021_2022,Chelsea,West Ham,4.0,7.0,3,3,0,0,-3.0,0,0
2021_2022,Liverpool,Everton,5.0,4.0,4,1,0,0,1.0,3,0
2021_2022,Crystal Palace,Leeds,5.0,16.0,2,0,0,0,-11.0,2,0
2021_2022,Man United,Chelsea,5.0,4.0,3,3,0,0,1.0,0,0
2021_2022,Newcastle,Liverpool,7.0,3.0,3,4,0,1,4.0,-1,-1
2021_2022,Aston Villa,Norwich,7.0,7.0,1,2,0,0,0.0,-1,0
2021_2022,Southampton,Crystal Palace,6.0,5.0,3,3,0,0,1.0,0,0
2021_2022,Watford,Burnley,7.0,6.0,2,3,0,0,1.0,-1,0
2021_2022,Wolves,Brighton,6.0,6.0,1,3,0,0,0.0,-2,0
2021_2022,Leeds,Man City,5.0,4.0,1,4,0,1,1.0,-3,-1
2021_2022,Everton,Chelsea,7.0,3.0,2,4,0,0,4.0,-2,0
2021_2022,Tottenham,Leicester,8.0,3.0,1,4,0,1,5.0,-3,-1
2021_2022,West Ham,Arsenal,3.0,8.0,3,2,1,0,-5.0,1,1
2021_2022,Man United,Brentford,4.0,9.0,3,1,0,0,-5.0,2,0
2021_2022,Brentford,Southampton,5.0,7.0,2,2,0,0,-2.0,0,0
2021_2022,Burnley,Aston Villa,7.0,7.0,2,2,0,0,0.0,0,0
2021_2022,Chelsea,Wolves,6.0,7.0,3,2,0,0,-1.0,1,0
2021_2022,Crystal Palace,Watford,7.0,7.0,2,2,0,0,0.0,0,0
2021_2022,Brighton,Man United,7.0,5.0,2,3,0,0,2.0,-1,0
2021_2022,Liverpool,Tottenham,4.0,6.0,4,2,1,0,-2.0,2,1
2021_2022,Arsenal,Leeds,7.0,8.0,1,2,0,0,-1.0,-1,0
2021_2022,Leicester,Everton,3.0,7.0,3,2,1,0,-4.0,1,1
2021_2022,Norwich,West Ham,8.0,3.0,1,4,0,1,5.0,-3,-1
2021_2022,Man City,Newcastle,4.0,8.0,3,1,1,0,-4.0,2,1
2021_2022,Aston Villa,Liverpool,3.0,3.0,2,4,0,0,0.0,-2,0
2021_2022,Leeds,Chelsea,3.0,4.0,2,3,0,0,-1.0,-1,0
2021_2022,Leicester,Norwich,3.0,3.0,4,2,0,0,0.0,2,0
2021_2022,Watford,Everton,4.0,3.0,2,2,0,0,1.0,0,0
2021_2022,Wolves,Man City,4.0,3.0,2,3,0,0,1.0,-1,0
2021_2022,Tottenham,Arsenal,5.0,4.0,2,2,0,0,1.0,0,0
2021_2022,Tottenham,Burnley,3.0,8.0,3,1,0,0,-5.0,2,0
2021_2022,Aston Villa,Crystal Palace,5.0,8.0,2,1,0,0,-3.0,1,0
2021_2022,Leeds,Brighton,4.0,8.0,2,1,0,0,-4.0,1,0
2021_2022,Watford,Leicester,4.0,4.0,2,4,0,0,0.0,-2,0
2021_2022,West Ham,Man City,7.0,4.0,3,3,0,0,3.0,0,0
2021_2022,Wolves,Norwich,4.0,4.0,2,2,0,0,0.0,0,0
2021_2022,Everton,Brentford,4.0,8.0,3,2,0,0,-4.0,1,0
2021_2022,Newcastle,Arsenal,8.0,4.0,1,2,0,0,4.0,-1,0
2021_2022,Southampton,Liverpool,10.0,3.0,1,4,0,0,7.0,-3,0
2021_2022,Everton,Crystal Palace,4.0,4.0,3,2,0,0,0.0,1,0
2021_2022,Aston Villa,Burnley,4.0,4.0,3,2,0,0,0.0,1,0
2021_2022,Chelsea,Leicester,5.0,4.0,3,4,0,0,1.0,-1,0
