Season,Date,HomeTeam,AwayTeam,home_xg_xg_for_last_5,home_xg_xg_against_last_5,home_xg_xg_diff_last_5,home_xg_xg_for_last_10,home_xg_xg_against_last_10,home_xg_xg_diff_last_10,home_xg_xg_perf_for_last_10,home_xg_xg_perf_against_last_10,home_xg_season_xg_for_pm,home_xg_season_xg_against_pm,home_xg_season_xg_diff_pm,away_xg_xg_for_last_5,away_xg_xg_against_last_5,away_xg_xg_diff_last_5,away_xg_xg_for_last_10,away_xg_xg_against_last_10,away_xg_xg_diff_last_10,away_xg_xg_perf_for_last_10,away_xg_xg_perf_against_last_10,away_xg_season_xg_for_pm,away_xg_season_xg_against_pm,away_xg_season_xg_diff_pm,diff_xg_xg_for_last_5,diff_xg_xg_against_last_5,diff_xg_xg_diff_last_5,diff_xg_xg_for_last_10,diff_xg_xg_against_last_10,diff_xg_xg_diff_last_10,diff_xg_xg_perf_for_last_10,diff_xg_xg_perf_against_last_10,diff_xg_season_xg_for_pm,diff_xg_season_xg_against_pm,diff_xg_season_xg_diff_pm,understat_home_prob,understat_draw_prob,understat_away_prob,home_elo,away_elo,elo_diff,elo_expected_home,home_squad_value_m,home_value_rank,home_value_share,away_squad_value_m,away_value_rank,away_value_share,value_diff_m,value_rank_diff,value_log_ratio
2023_2024,2024-05-04,Burnley,Newcastle,1.5288,1.5197999999999996,0.008999999999999586,1.5008,1.9042000000000001,-0.40339999999999987,-0.2008000000000001,-0.4042,1.1463714285714286,1.9108857142857143,-0.7645142857142858,2.0928000000000004,1.3064,0.7864000000000002,2.0777,1.4491999999999998,0.6285000000000002,0.22230000000000003,0.1508,2.1129411764705885,1.6486764705882353,0.464264705882353,-0.5640000000000005,0.2133999999999996,-0.7774000000000006,-0.5769000000000002,0.4550000000000003,-1.0319,-0.42310000000000014,-0.5549999999999999,-0.96656974789916,0.262209243697479,-1.2287789915966387,0.018,0.051,0.931,1636.87426758,1797.2923584,-160.4180908200001,0.2842573344843032,273.48,18,0.0224,652.25,8,0.0534,-378.77,-10,-0.8691994309712445
2023_2024,2024-05-04,Sheffield United,Nott'm Forest,1.5168,2.0967999999999996,-0.5800000000000001,1.2866000000000002,2.1721,-0.8855000000000001,-0.08660000000000002,1.0279000000000003,1.0757714285714284,2.25,-1.1742285714285714,1.8142,1.105,0.7092,1.5722999999999998,1.2627000000000002,0.3096,-0.5723,0.5372999999999999,1.3197999999999999,1.4362857142857142,-0.11648571428571429,-0.2974000000000001,0.9917999999999996,-1.2892000000000001,-0.2856999999999996,0.9093999999999998,-1.1951,0.4857,0.49060000000000037,-0.24402857142857148,0.8137142857142858,-1.057742857142857,0.506,0.225,0.269,1539.60168457,1638.88781738,-99.2861328099998,0.3608822634901388,152.35,19,0.0125,501.35,10,0.0411,-349.0,-9,-1.1911239545382164
2023_2024,2024-05-04,Man City,Wolves,2.7239999999999998,1.2472000000000003,1.4768000000000003,2.3189,1.0586,1.2603000000000002,0.18110000000000004,-0.4586000000000001,2.260382352941176,1.0206470588235295,1.2397352941176472,1.0758000000000003,1.5744000000000002,-0.4986,1.1071,1.7212,-0.6141,-0.2071,-0.22120000000000006,1.3819142857142859,1.8116285714285716,-0.4297142857142857,1.6481999999999994,-0.32719999999999994,1.9754000000000003,1.2118000000000002,-0.6626000000000001,1.8744,0.38820000000000005,-0.23740000000000006,0.8784680672268903,-0.7909815126050421,1.6694495798319329,0.991,0.008,0.001,2041.11230469,1700.16271973,340.94958496000004,0.8768209238413863,1460.0,1,0.1196,442.73,13,0.0363,1017.27,12,1.19323161127882
2023_2024,2024-05-05,Brighton,Aston Villa,0.8942000000000002,2.1652,-1.271,1.1606,1.6972999999999998,-0.5367,-0.26060000000000016,0.002700000000000069,1.5900882352941175,1.6433235294117647,-0.053235294117647054,1.3034000000000001,2.1608,-0.8574000000000005,1.5519,2.0737,-0.5217999999999999,0.5480999999999999,-0.1736999999999999,1.8297428571428576,1.6659142857142857,0.16382857142857146,-0.4091999999999999,0.0043999999999999595,-0.4135999999999994,-0.3913,-0.3764000000000003,-0.014900000000000024,-0.8087000000000001,0.17639999999999997,-0.2396546218487401,-0.022590756302520942,-0.2170638655462185,0.975,0.024,0.001,1724.48852539,1813.35021973,-88.86169433999999,0.3748351532399338,524.4,9,0.0429,709.65,7,0.0581,-185.25,-2,-0.302517138855722
2023_2024,2024-05-05,Chelsea,West Ham,1.8568000000000002,1.6606,0.19619999999999999,2.2994,1.7792,0.5202000000000002,0.1006,0.12080000000000002,2.091441176470588,1.6451176470588236,0.4463235294117648,1.2406,2.5606,-1.3199999999999996,1.4647999999999999,2.2862,-0.8213999999999999,0.5352,-0.18619999999999998,1.4196,2.0208571428571425,-0.6012571428571428,0.6162000000000003,-0.8999999999999999,1.5161999999999995,0.8346,-0.5070000000000001,1.3416000000000001,-0.4346,0.307,0.671841176470588,-0.3757394957983189,1.0475806722689076,0.943,0.039,0.017,1785.28503418,1739.6652832,45.619750979999935,0.5652773849591297,1010.0,3,0.0827,487.5,11,0.0399,522.5,8,0.7284153193974033
2023_2024,2024-05-05,Liverpool,Tottenham,2.5338000000000003,1.2936,1.2401999999999995,2.5678999999999994,1.0928999999999998,1.475,-0.7678999999999999,0.10710000000000008,2.3989714285714285,1.2223428571428572,1.1766285714285716,1.5255999999999998,2.0716,-0.5460000000000005,1.8753999999999997,1.6519,0.22349999999999995,-0.27540000000000003,0.14810000000000006,1.8863823529411765,1.7780588235294117,0.10832352941176468,1.0082000000000004,-0.778,1.7862,0.6924999999999997,-0.5590000000000002,1.2515,-0.4924999999999999,-0.04099999999999998,0.512589075630252,-0.5557159663865545,1.068305042016807,0.832,0.118,0.05,1897.48449707,1796.82336426,100.66113281000004,0.6409413155197622,955.65,4,0.0783,838.5,5,0.0687,117.14999999999998,1,0.1307771559673433
2023_2024,2024-05-06,Crystal Palace,Man United,1.9667999999999999,1.7198,0.2469999999999996,1.6854,1.4518,0.23360000000000009,0.014599999999999991,-0.15180000000000002,1.3464285714285715,1.5969714285714285,-0.2505428571428571,2.096,2.6802,-0.5841999999999999,2.0075999999999996,2.3739999999999997,-0.3664000000000001,-0.10759999999999985,-0.5740000000000001,1.6746176470588234,1.9621764705882352,-0.28755882352941176,-0.1292000000000002,-0.9604000000000001,0.8311999999999995,-0.3221999999999996,-0.9221999999999997,0.6000000000000002,0.12219999999999984,0.4222,-0.3281890756302519,-0.3652050420168067,0.03701596638655463,0.83,0.137,0.033,1718.13269043,1785.48718262,-67.3544921900002,0.4042654117403731,446.58,12,0.0366,808.35,6,0.0662,-361.77000000000004,-6,-0.5933765774477411
2023_2024,2024-05-11,Fulham,Man City,1.6276,1.104,0.5236,1.7073999999999998,1.3848,0.32259999999999994,-0.20739999999999997,-0.08480000000000004,1.433472222222222,1.7134166666666664,-0.27994444444444444,2.8536,1.0894000000000004,1.7642000000000007,2.5176000000000003,1.0479,1.4697000000000002,0.38239999999999996,-0.3479000000000001,2.325085714285714,1.0028285714285716,1.3222571428571428,-1.2260000000000002,0.014599999999999724,-1.2406000000000006,-0.8102000000000005,0.3369,-1.1471000000000002,-0.5897999999999999,0.26310000000000006,-0.8916134920634922,0.7105880952380947,-1.6022015873015873,0.001,0.022,0.977,1712.71875,2039.17980957,-326.4610595700001,0.1324737885129342,384.35,17,0.0315,1460.0,1,0.1196,-1075.65,-16,-1.3346381189072412
2023_2024,2024-05-11,Bournemouth,Brentford,1.9579999999999997,1.9809999999999999,-0.022999999999999864,1.988,1.703,0.28500000000000003,-0.288,-0.10300000000000001,1.685611111111111,1.7217222222222222,-0.03611111111111111,1.6116,1.033,0.5786,1.6102999999999998,1.3823,0.22799999999999998,-0.11030000000000004,-0.18230000000000005,1.6850833333333333,1.5427777777777778,0.14230555555555555,0.3463999999999998,0.948,-0.6015999999999999,0.37770000000000015,0.3207,0.05700000000000005,-0.17769999999999994,0.07930000000000004,0.0005277777777776826,0.17894444444444435,-0.17841666666666667,0.166,0.239,0.595,1704.39575195,1712.43139648,-8.035644530000127,0.488437839488665,401.75,15,0.0329,428.78,14,0.0351,-27.029999999999973,-1,-0.06511396226016329
2023_2024,2024-05-11,Everton,Sheffield United,1.2052,1.6675999999999997,-0.4624000000000003,1.426,1.7809000000000001,-0.3549,-0.426,-0.2808999999999999,1.6185277777777778,1.5716388888888888,0.0468888888888889,1.6662,2.38,-0.7138,1.4701999999999997,2.2443,-0.7741,-0.17020000000000005,1.1557,1.1150555555555555,2.2413333333333334,-1.1262777777777777,-0.46099999999999985,-0.7124000000000001,0.2513999999999997,-0.044199999999999795,-0.4633999999999998,0.4192,-0.2557999999999999,-1.4365999999999999,0.5034722222222223,-0.6696944444444446,1.1731666666666667,0.765,0.175,0.06,1706.17504883,1525.62780762,180.5472412099998,0.7387175170649846,391.75,16,0.0321,152.35,19,0.0125,239.4,3,0.9444433758044123
2023_2024,2024-05-11,Newcastle,Brighton,2.4140000000000006,1.2239999999999998,1.1900000000000002,2.2649,1.3697,0.8952000000000002,0.2351,0.13030000000000003,2.174171428571429,1.6383142857142858,0.5358571428571428,1.1766,2.0934,-0.9168,1.0887,1.6450999999999998,-0.5563999999999999,-0.5887000000000001,0.05490000000000006,1.6199714285714286,1.5982,0.021771428571428577,1.2374000000000005,-0.8694000000000002,2.1068000000000002,1.1762,-0.27539999999999987,1.4516,0.8238000000000001,0.07539999999999997,0.5542000000000002,0.04011428571428577,0.5140857142857143,0.5,0.23,0.27,1802.16369629,1729.078125,73.08557128999996,0.6036541790692097,652.25,8,0.0534,524.4,9,0.0429,127.85000000000002,1,0.218173172127293
2023_2024,2024-05-11,Tottenham,Burnley,1.4811999999999999,2.4300000000000006,-0.9488000000000003,1.8328,1.8005,0.032299999999999954,-0.13280000000000003,0.19950000000000007,1.8659714285714284,1.8204571428571428,0.04551428571428569,1.5608,2.1689999999999996,-0.6082000000000004,1.6218,2.0881999999999996,-0.4664,-0.22180000000000008,-0.48819999999999997,1.15025,1.9760277777777777,-0.8257777777777778,-0.07960000000000012,0.261000000000001,-0.3405999999999999,0.21100000000000008,-0.2876999999999996,0.4986999999999999,0.08900000000000005,0.6877,0.7157214285714284,-0.15557063492063494,0.8712920634920636,0.836,0.117,0.047,1786.68981934,1623.35998535,163.32983399,0.719140479365068,838.5,5,0.0687,273.48,18,0.0224,565.02,13,1.1203860882176704
2023_2024,2024-05-11,West Ham,Luton,1.1254,3.1254,-1.9999999999999996,1.3473000000000002,2.5743,-1.2269999999999999,0.2527,-0.17429999999999995,1.405,2.081888888888889,-0.6768888888888889,0.8934,2.3518,-1.4584,0.9894000000000001,2.3416,-1.3522,0.21059999999999998,0.05839999999999999,1.3100833333333333,2.411722222222222,-1.1016388888888888,0.23199999999999998,0.7736000000000001,-0.5415999999999996,0.3579000000000001,0.2326999999999999,0.1252000000000002,0.0421,-0.23269999999999993,0.09491666666666676,-0.3298333333333332,0.42474999999999996,0.957,0.036,0.007,1723.36791992,1577.05871582,146.3092041,0.6989333000119161,487.5,11,0.0399,140.9,20,0.0115,346.6,9,1.2412398715332673
2023_2024,2024-05-11,Wolves,Crystal Palace,0.7986000000000002,2.2512,-1.4526,1.0252000000000001,2.1083000000000003,-1.0831,-0.1252,-0.1083000000000001,1.3545555555555557,1.887,-0.5324444444444444,2.081,1.3352,0.7457999999999995,1.6503999999999999,1.4783,0.1721000000000001,0.1496,-0.17830000000000004,1.3664166666666666,1.5620833333333333,-0.19566666666666668,-1.2823999999999998,0.9159999999999999,-2.1983999999999995,-0.6251999999999998,0.6300000000000003,-1.2552,-0.27480000000000004,0.06999999999999994,-0.011861111111110878,0.32491666666666674,-0.33677777777777773,0.095,0.18,0.725,1693.45227051,1730.32714844,-36.87487792999991,0.4471311499650012,442.73,13,0.0363,446.58,12,0.0366,-3.849999999999966,-1,-0.008658452176312005
2023_2024,2024-05-11,Nott'm Forest,Chelsea,1.8126000000000002,1.3944,0.41819999999999996,1.5405000000000002,1.1628,0.37770000000000004,-0.44049999999999995,0.33719999999999983,1.3369722222222222,1.4655555555555555,-0.12858333333333336,2.596,1.4908,1.1052,2.5383,1.5909,0.9474000000000002,0.2617,0.2091,2.1522,1.623657142857143,0.5285428571428571,-0.7833999999999999,-0.09639999999999982,-0.687,-0.9977999999999998,-0.4280999999999999,-0.5697000000000002,-0.7021999999999999,0.12809999999999983,-0.8152277777777779,-0.1581015873015874,-0.6571261904761905,0.392,0.237,0.371,1644.21875,1792.93945312,-148.72070312000005,0.2981537259004025,501.35,10,0.0411,1010.0,3,0.0827,-508.65,-7,-0.7004011498653708
2023_2024,2024-05-12,Man United,Arsenal,1.8508,2.3973999999999998,-0.5466,1.6826999999999999,2.4234,-0.7407,0.01730000000000013,-0.32339999999999997,1.6365142857142856,1.965142857142857,-0.3286285714285714,2.4880000000000004,1.1542,1.3338000000000008,2.2327000000000004,0.8645999999999999,1.3681,0.36729999999999996,-0.3646000000000001,2.207027777777778,0.849,1.3580277777777776,-0.6372000000000004,1.2431999999999999,-1.8804000000000007,-0.5500000000000005,1.5588000000000002,-2.1088,-0.3499999999999998,0.041200000000000125,-0.5705134920634922,1.116142857142857,-1.6866563492063489,0.062,0.194,0.744,1764.64978027,1939.80029297,-175.15051270000004,0.2673229776539159,808.35,6,0.0662,1200.0,2,0.0983,-391.65,-4,-0.39508170272847626
2023_2024,2024-05-13,Aston Villa,Liverpool,1.0790000000000002,1.9126,-0.8336000000000006,1.2094,2.1117,-0.9023,0.49059999999999987,-0.3117,1.7806944444444446,1.6928611111111111,0.08783333333333336,2.2992000000000004,1.3649999999999998,0.9341999999999997,2.5237999999999996,1.1144,1.4094,-0.7238,0.1856000000000001,2.422944444444444,1.2209444444444444,1.202,-1.2202000000000002,0.5476000000000003,-1.7678000000000003,-1.3143999999999996,0.9972999999999999,-2.3117,1.2144,-0.4973000000000001,-0.6422499999999995,0.47191666666666676,-1.1141666666666665,0.575,0.227,0.198,1785.93920898,1898.97509766,-113.03588867999996,0.3428347670462929,709.65,7,0.0581,955.65,4,0.0783,-246.0,-3,-0.2976198464853401
2023_2024,2024-05-14,Tottenham,Man City,1.7576,2.2198,-0.46220000000000044,1.8666999999999998,1.8677000000000004,-0.0010000000000000675,-0.2667,0.13230000000000008,1.8975277777777775,1.7962777777777776,0.10124999999999997,3.0312000000000006,0.8082000000000003,2.2230000000000008,2.6532,0.9642,1.689,0.5468,-0.2642000000000001,2.348055555555556,0.9774444444444446,1.370611111111111,-1.2736000000000005,1.4116,-2.6852000000000014,-0.7865000000000002,0.9035000000000004,-1.6900000000000002,-0.8134999999999999,0.3965000000000002,-0.4505277777777783,0.8188333333333331,-1.269361111111111,0.169,0.224,0.607,1789.70556641,2044.00317383,-254.29760741999985,0.1878784667572377,838.5,5,0.0687,1460.0,1,0.1196,-621.5,-4,-0.5545771334391185
2023_2024,2024-05-15,Brighton,Chelsea,1.4740000000000002,1.7508,-0.2768,1.1149,1.8616,-0.7466999999999999,-0.6149000000000002,-0.16159999999999994,1.6281944444444445,1.6219166666666667,0.006277777777777783,2.4040000000000004,1.7364000000000002,0.6676,2.5642,1.5882,0.9760000000000002,0.3358,0.2118,2.159388888888889,1.6465,0.512888888888889,-0.9300000000000002,0.014399999999999746,-0.9443999999999999,-1.4493,0.27339999999999987,-1.7227000000000001,-0.9507000000000002,-0.37339999999999995,-0.5311944444444445,-0.0245833333333334,-0.5066111111111111,0.298,0.286,0.417,1732.68286133,1798.5234375,-65.84057617000008,0.4063659791299512,524.4,9,0.0429,1010.0,3,0.0827,-485.6,-6,-0.6554508579457603
2023_2024,2024-05-15,Man United,Newcastle,1.7982,1.8565999999999998,-0.05840000000000001,1.5418999999999998,2.4825999999999997,-0.9407,0.05810000000000013,-0.4826,1.6063888888888889,1.9586388888888888,-0.35225,2.6684000000000005,1.4402000000000001,1.2282000000000004,2.4884,1.302,1.1864000000000001,0.01160000000000001,-0.10199999999999998,2.181888888888889,1.6460277777777776,0.5358611111111111,-0.8702000000000005,0.41639999999999966,-1.2866000000000004,-0.9465000000000001,1.1805999999999996,-2.1271,0.046500000000000125,-0.3806,-0.5755000000000001,0.3126111111111112,-0.8881111111111111,0.218,0.22,0.561,1759.73901367,1798.55895996,-38.81994628999996,0.4443649340697452,808.35,6,0.0662,652.25,8,0.0534,156.10000000000002,2,0.2145672090307776
2023_2024,2024-05-19,Arsenal,Everton,2.4562000000000004,1.0787999999999998,1.3774000000000006,2.1585,0.8996999999999999,1.2588000000000001,-0.05850000000000011,-0.39970000000000006,2.1941621621621623,0.8409729729729729,1.3531891891891894,1.3264,1.0866,0.23979999999999962,1.2963,1.6096,-0.31329999999999997,-0.2963,-0.4096,1.624081081081081,1.5417567567567567,0.08232432432432434,1.1298000000000004,-0.007800000000000251,1.137600000000001,0.8622000000000001,-0.7099,1.5721,0.2377999999999999,0.009899999999999964,0.5700810810810812,-0.7007837837837838,1.270864864864865,0.92,0.067,0.013,1944.71105957,1709.04272461,235.66833496000004,0.7952091565208298,1200.0,2,0.0983,391.75,16,0.0321,808.25,14,1.1194529545399616
2023_2024,2024-05-19,Brentford,Newcastle,1.7128,1.0148,0.698,1.5557,1.2743,0.2814,-0.05570000000000006,-0.17430000000000004,1.6916216216216218,1.5300540540540541,0.16156756756756757,2.4942000000000006,1.592,0.9022000000000002,2.3826,1.4009,0.9817000000000002,0.01739999999999998,0.09910000000000001,2.1844594594594593,1.6420000000000001,0.5424594594594595,-0.7814000000000005,-0.5772000000000002,-0.20420000000000027,-0.8269,-0.12660000000000005,-0.7003000000000003,-0.07310000000000004,-0.27340000000000003,-0.4928378378378375,-0.11194594594594598,-0.38089189189189193,0.077,0.123,0.8,1721.74511719,1791.13598633,-69.39086913999995,0.401445463105623,428.78,14,0.0351,652.25,8,0.0534,-223.47000000000003,-6,-0.41948395713905257
2023_2024,2024-05-19,Brighton,Man United,1.5610000000000004,1.6892,-0.12819999999999995,1.1320999999999999,1.8784000000000003,-0.7463,-0.5321000000000002,-0.2783999999999999,1.619972972972973,1.619810810810811,0.0001621621621621683,1.793,1.8350000000000002,-0.04200000000000004,1.6762000000000001,2.4461,-0.7699,0.12380000000000013,-0.5460999999999999,1.6034324324324323,1.9672432432432436,-0.3638108108108108,-0.23199999999999954,-0.14580000000000015,-0.08619999999999992,-0.5441000000000003,-0.5676999999999996,0.023600000000000065,-0.6559000000000004,0.2677,0.01654054054054077,-0.3474324324324327,0.363972972972973,0.624,0.225,0.151,1725.04504395,1767.1619873,-42.11694334999993,0.4396840020733042,524.4,9,0.0429,808.35,6,0.0662,-283.95000000000005,-3,-0.4327403811580708
2023_2024,2024-05-19,Burnley,Nott'm Forest,1.6814,2.6373999999999995,-0.9560000000000002,1.5562999999999998,2.2448,-0.6885,-0.05630000000000006,-0.6447999999999999,1.1448378378378379,2.0037567567567565,-0.8589189189189188,1.9015999999999997,1.5526,0.34900000000000003,1.6880000000000002,1.2715999999999998,0.4164,-0.388,0.4283999999999999,1.366945945945946,1.4911081081081081,-0.12416216216216217,-0.22019999999999973,1.0847999999999995,-1.3050000000000002,-0.13170000000000037,0.9732000000000003,-1.1049,0.33169999999999994,-1.0732,-0.22210810810810822,0.5126486486486483,-0.7347567567567567,0.235,0.266,0.499,1620.34423828,1638.63464355,-18.290405270000065,0.4737022802070666,273.48,18,0.0224,501.35,10,0.0411,-227.87,-8,-0.6060759669243412
2023_2024,2024-05-19,Chelsea,Bournemouth,2.3922,1.3094000000000001,1.0828,2.5403,1.6638000000000002,0.8765000000000003,0.2597,0.036199999999999975,2.1427567567567567,1.6377837837837839,0.504972972972973,1.6954,2.0618,-0.3663999999999999,1.7025,1.7039000000000002,-0.001399999999999979,-0.1025,-0.10390000000000002,1.6690270270270269,1.7272702702702705,-0.05824324324324324,0.6967999999999999,-0.7523999999999997,1.4491999999999998,0.8377999999999999,-0.040100000000000025,0.8779000000000002,0.36219999999999997,0.1401,0.4737297297297298,-0.0894864864864866,0.5632162162162163,0.274,0.239,0.487,1806.16137695,1695.08203125,111.07934569999998,0.6546232691608117,1010.0,3,0.0827,401.75,15,0.0329,608.25,12,0.9218756052176832
2023_2024,2024-05-19,Crystal Palace,Aston Villa,2.1582,0.9574,1.2007999999999996,1.8740999999999999,1.3276,0.5465000000000001,0.12589999999999998,-0.22760000000000002,1.3974594594594596,1.5511081081081082,-0.15364864864864866,1.3898000000000001,2.0084000000000004,-0.6186000000000005,1.2725000000000002,2.0584,-0.7859,0.4274999999999999,-0.15839999999999999,1.806,1.6984594594594595,0.10754054054054056,0.7683999999999997,-1.0510000000000004,1.8194000000000001,0.6015999999999997,-0.7307999999999999,1.3324000000000003,-0.30159999999999987,-0.06920000000000004,-0.40854054054054045,-0.14735135135135136,-0.2611891891891892,0.791,0.151,0.058,1742.57275391,1787.57019043,-44.99743651999984,0.4356031377055287,446.58,12,0.0366,709.65,7,0.0581,-263.07,-5,-0.4631533351453924
2023_2024,2024-05-19,Liverpool,Wolves,2.0702000000000007,1.4826,0.5875999999999997,2.5815,1.2890000000000001,1.2925,-0.5814999999999999,0.31100000000000005,2.4088108108108104,1.2613783783783783,1.1474324324324323,0.7384000000000002,2.4018,-1.6634,1.0899999999999999,2.0263,-0.9363000000000001,-0.09,-0.026300000000000146,1.3491891891891892,1.9039729729729726,-0.5547837837837837,1.3318000000000005,-0.9192000000000002,2.2509999999999994,1.4915000000000003,-0.7372999999999998,2.2288,-0.49149999999999994,0.3373000000000002,1.0596216216216212,-0.6425945945945943,1.702216216216216,0.994,0.006,0.0,1897.34411621,1681.20666504,216.13745117000008,0.7762920129775311,955.65,4,0.0783,442.73,13,0.0363,512.92,9,0.7694316338070445
2023_2024,2024-05-19,Luton,Fulham,0.7604000000000001,2.9706,-2.2102,0.9449000000000002,2.3875,-1.4426,0.2551,0.2125,1.291972972972973,2.4468108108108106,-1.1548378378378379,1.4784,1.4984,-0.020000000000000018,1.5787,1.5848,-0.0061000000000000386,-0.3787,0.11519999999999993,1.397135135135135,1.7522972972972974,-0.3551621621621622,-0.7179999999999999,1.4722000000000002,-2.1902,-0.6337999999999998,0.8027000000000002,-1.4365,0.6337999999999999,0.09730000000000007,-0.10516216216216212,0.6945135135135132,-0.7996756756756758,0.627,0.221,0.152,1572.3536377,1707.89538574,-135.5417480399999,0.3142679427807606,140.9,20,0.0115,384.35,17,0.0315,-243.45000000000002,-3,-1.0035031768905065
2023_2024,2024-05-19,Man City,West Ham,2.6434,1.0148000000000004,1.628600000000001,2.6593,1.1331,1.5262000000000002,0.4407,-0.5331000000000001,2.3576486486486488,1.0008378378378378,1.3568108108108108,1.6392,2.8968,-1.2575999999999996,1.5004,2.3262,-0.8257999999999998,0.09959999999999994,0.0738,1.4672972972972973,2.042918918918919,-0.5756216216216216,1.0042000000000002,-1.8819999999999995,2.8862000000000005,1.1589,-1.1931,2.352,0.34110000000000007,-0.6069000000000001,0.8903513513513515,-1.0420810810810812,1.9324324324324325,0.88,0.102,0.018,2048.74291992,1728.07299805,320.66992187000005,0.8636478767766185,1460.0,1,0.1196,487.5,11,0.0399,972.5,10,1.0969014242644803
2023_2024,2024-05-19,Sheffield United,Tottenham,1.5926,2.5265999999999997,-0.9339999999999999,1.4967000000000001,2.1794000000000002,-0.6827,-0.19670000000000004,0.7206000000000001,1.0975135135135135,2.230054054054054,-1.1325405405405404,1.9786000000000001,2.1308,-0.15220000000000047,1.8256000000000001,2.0147000000000004,-0.18910000000000005,-0.6256,0.1853000000000001,1.896054054054054,1.8207837837837837,0.07527027027027022,-0.3860000000000001,0.39579999999999993,-0.7817999999999995,-0.32889999999999997,0.16469999999999985,-0.4935999999999999,0.4289,0.5353,-0.7985405405405406,0.4092702702702704,-1.2078108108108108,0.015,0.062,0.923,1522.76000977,1784.96582031,-262.20581054000013,0.1810309952802387,152.35,19,0.0125,838.5,5,0.0687,-686.15,-14,-1.7054340758315456
2024_2025,2024-08-16,Man United,Fulham,1.2912,1.9884,-0.6971999999999999,1.4864,2.4612,-0.9748000000000001,0.3136000000000001,-0.5612,,,,0.9788,1.6212,-0.6424,1.3961000000000001,1.6619,-0.2658000000000001,0.10390000000000002,0.038099999999999926,,,,0.3123999999999999,0.36719999999999997,-0.05479999999999996,0.09029999999999982,0.7992999999999999,-0.7090000000000001,0.20970000000000008,-0.5992999999999999,,,,0.807,0.149,0.044,1779.04394531,1716.27636719,62.76757812000005,0.5893597434966354,825.0,5,0.0653,362.35,17,0.0287,462.65,12,0.8227727907793905
2024_2025,2024-08-17,Ipswich,Liverpool,,,,,,,,,,,,2.9972000000000003,1.4609999999999999,1.5361999999999996,2.9219,1.2248,1.6971,-0.8219,0.27520000000000006,,,,,,,,,,,,,,,0.003,0.018,0.979,1568.32556152,1900.68835449,-332.3627929699999,0.1286179613064148,270.1,19,0.0214,950.95,4,0.0753,-680.85,-15,-1.2586692241291002
2024_2025,2024-08-17,Arsenal,Wolves,2.7662000000000004,1.1787999999999998,1.587400000000001,2.3203000000000005,0.8929,1.4274,-0.2203000000000001,-0.39290000000000014,,,,0.8516000000000001,3.2012,-2.3496,1.0334999999999999,2.298,-1.2645,-0.23349999999999999,-0.19800000000000012,,,,1.9146000000000003,-2.0224,3.937000000000001,1.2868000000000006,-1.4051,2.6919,0.013199999999999878,-0.19490000000000002,,,,0.653,0.231,0.116,1946.90283203,1677.86230469,269.0405273399999,0.8247290389116141,1160.0,3,0.0918,433.05,13,0.0343,726.95,10,0.9853220893233565
2024_2025,2024-08-17,Everton,Brighton,1.3648,1.4912,-0.12640000000000037,1.1807,1.6405999999999998,-0.45990000000000003,-0.0807,-0.4406,,,,1.8410000000000004,1.509,0.3320000000000001,1.2757999999999998,1.9101,-0.6342999999999999,-0.7758000000000003,-0.11009999999999995,,,,-0.4762000000000004,-0.017799999999999816,-0.4584000000000005,-0.09509999999999974,-0.2695000000000001,0.17439999999999983,0.6951000000000003,-0.3305,,,,0.048,0.164,0.788,1706.85083008,1713.16320801,-6.312377930000139,0.4909167573418997,363.23,16,0.0287,667.58,9,0.0528,-304.35,-7,-0.6086229908452491
2024_2025,2024-08-17,Newcastle,Southampton,3.1140000000000003,1.645,1.4690000000000003,2.6908000000000003,1.3927999999999998,1.298,-0.09079999999999999,0.007200000000000007,,,,1.3123999999999998,2.7032,-1.3908,0.9959,2.2228000000000003,-1.2269,0.3040999999999999,0.4771999999999997,,,,1.8016000000000005,-1.0581999999999998,2.8598000000000003,1.6949000000000003,-0.8300000000000005,2.5249,-0.3948999999999999,-0.4699999999999997,,,,0.038,0.164,0.798,1801.79711914,1599.60339355,202.19372559,0.7620443865889247,677.53,8,0.0536,310.05,18,0.0245,367.47999999999996,10,0.7817202574204235
2024_2025,2024-08-17,Nott'm Forest,Bournemouth,1.8652000000000002,1.4776000000000002,0.3876,1.7772999999999999,1.3263,0.45099999999999996,-0.2773,0.3736999999999999,,,,1.6854,1.8559999999999999,-0.17059999999999997,1.6183,1.5843,0.03400000000000001,-0.31829999999999997,-0.08430000000000001,,,,0.17980000000000018,-0.3783999999999996,0.5582,0.1589999999999998,-0.258,0.4169999999999999,0.04099999999999998,0.45799999999999996,,,,0.199,0.254,0.547,1647.71496582,1691.12365723,-43.40869140999985,0.4378529088191858,481.3,12,0.0381,518.6,11,0.041,-37.30000000000001,-1,-0.07464209679550037
